Date;OR.PA;VIE.PA;CA.PA;ACA.PA;DSY.PA;GLE.PA;BNP.PA;HO.PA;SU.PA;FCHI;FTSE;N225;VIX;AAPL;NVDA;INTC;AMD;TYX
27/10/2016;161,600006;18,622971;23,559999;9,151995;14,196;;50,759998;84,669998;60,110001;4414,669922;6845,399902;17134,67969;19,32;27,897499;17,190001;34,599998;6,76;2,563
03/11/2016;163,899994;16,59339;23,575001;10,27481;14,17;;54,799999;89,489998;61,700001;4543,47998;6911,799805;16251,54004;14,38;27,719999;17,49;34,75;6,94;2,882
10/11/2016;157,300003;15,875081;22,309999;10,390365;13,928;;54,18;90,129997;61,950001;4501,140137;6749,700195;17862,21094;13,72;27,497499;22,907499;34,84;7,67;2,926
17/11/2016;159,699997;15,836515;22,344999;10,510736;14,324;;55,650002;90,379997;61,75;4529,209961;6817,700195;18162,93945;12,43;27,807501;23,4925;35,200001;8,8;3,023
24/11/2016;161,050003;15,720814;22,120001;10,25555;14,404;;54,779999;92,129997;62,82;4578,339844;6783,799805;18308,48047;13,33;27,629999;23,049999;34,700001;8,91;3,017
01/12/2016;162,149994;15,007327;22,35;10,958513;13,65;;59,459999;90,949997;64,760002;4694,720215;6902,200195;18496,68945;12,22;27,7575;23,7675;35,5;9,56;3,029
08/12/2016;168,25;15,041073;23,09;11,112587;13,958;;58,59;89,620003;64,870003;4769,240234;6949,200195;19253,60938;13,19;28,797501;24,112499;36,549999;10,55;3,149
15/12/2016;170,550003;15,470129;22,780001;11,521846;14,346;;61,209999;91,519997;65,459999;4833,819824;7041,399902;19444,49023;11,27;29,264999;26,4575;36,98;11,47;3,125
22/12/2016;172,399994;15,446025;22,594999;11,439994;14,486;;60,650002;92,559998;65,610001;4848,009766;7106,100098;19401,7207;12,95;29,190001;27,3125;36,630001;11,55;3,084
29/12/2016;169,850006;15,523159;23,450001;11,844439;14,556;;62,799999;90,279999;65,839996;4899,399902;7189,700195;19594,16016;11,85;29,004999;26,0975;36,41;11,43;3,045
05/01/2017;171,850006;14,74218;22,799999;11,618142;14,622;;60,619999;89,919998;66,970001;4888,709961;7290,5;19364,66992;11,26;29,9375;26,290001;36,950001;11,2;2,957
12/01/2017;169,550003;14,906089;22,940001;11,892587;14,486;;59,689999;88,669998;67,410004;4853,399902;7247,600098;18894,36914;12,48;29,997499;25,737499;36,759998;9,88;2,985
19/01/2017;171,550003;15,30622;23,5;12,041846;14,294;;62,389999;87,300003;68,720001;4877,669922;7164,399902;19057,5;10,81;30,469999;26,9475;37,799999;10,35;3,108
26/01/2017;168,899994;14,930193;22,719999;11,873328;14,358;;60,630001;87,989998;68,379997;4794,580078;7107,700195;19148,08008;11,81;32,1875;28,487499;36,52;12,06;3,081
02/02/2017;173,350006;15,52798;22,535;10,992217;15,222;;56,060001;89,209999;67,050003;4766,600098;7188,799805;19007,59961;11,45;33,009998;29,6525;36,380001;13,56;2,961
09/02/2017;173,800003;15,764202;22,91;11,858883;15,304;;57,490002;88,610001;68,870003;4924,859863;7302,399902;19437,98047;11,97;33,877499;27,25;36,049999;13,3;3,091
16/02/2017;176,5;15,58583;22,370001;11,189624;15,39;;55,799999;89,220001;65,480003;4895,879883;7302,299805;19379,86914;11,74;34,2775;27,690001;36,07;14,28;3,037
23/02/2017;176,600006;15,214624;22,799999;11,372587;15,406;;57,59;92;65,269997;4960,830078;7382,899902;19393,53906;12,54;34,947498;25,6975;35,93;14,96;3,071
02/03/2017;175,100006;15,4171;22,715;11,618142;15,298;;59,349998;91,650002;65,220001;4960,47998;7334,600098;19254,0293;11,86;34,75;24,639999;35,619999;13,22;3,146
09/03/2017;177,300003;15,503875;21,700001;11,911846;15,34;;60,09;88,550003;66,059998;4985,47998;7368,600098;19577,38086;11,63;35,115002;25,637501;35,099998;13,98;3,106
16/03/2017;178,300003;16,010065;21,59;11,748142;15,466;;60,290001;89,089996;66,400002;4994,700195;7324,700195;19041,38086;12,81;35,355;27,0175;35,369999;14,1;3,011
23/03/2017;179,800003;16,42948;21,945;12,171846;15,948;;62,040001;89,150002;67,599998;5069,040039;7373,700195;19217,48047;11,42;36,029999;26,834999;35,57;13,71;2,992
30/03/2017;178,850006;16,64642;21,620001;12,089994;16,282;;60,099998;90,300003;68,489998;5091,850098;7331,700195;18861,26953;12,89;36,005001;25,0075;36,220001;14,17;3,006
06/04/2017;181,949997;16,53554;21,26;11,661476;16,360001;;59,099998;91,970001;68,739998;5101,109863;7349;18552,60938;15,77;35,450001;24,327499;35,630001;12,76;2,93
13/04/2017;181,399994;16,443943;20,545;11,550735;16,219999;;58,34;91,519997;68;5003,72998;7114,399902;18432,19922;14,93;35,169998;24,92;35,91;12,84;2,861
20/04/2017;185,350006;16,819969;21,485001;13,250364;15,94;;65,800003;96,309998;73,449997;5287,879883;7288,700195;19289,42969;10,85;35,919998;26,004999;36,93;13,41;2,971
27/04/2017;184,550003;16,901924;21,559999;13,433327;16,6;;66,150002;97,650002;72,050003;5301;7234,5;19445,69922;10,68;36,764999;26,0625;36,98;10,39;2,955
04/05/2017;188,949997;18,319256;22,030001;13,779993;16,774;;66,779999;98,620003;70,580002;5400,459961;7385,200195;19900,08984;10,21;38,314999;30,3225;36,009998;10,79;3,041
11/05/2017;188,149994;18,266228;23,245001;13,534438;16,532;;65,110001;96,839996;68,970001;5317,890137;7503,5;19814,88086;15,59;37,5625;31,93;35,040001;11,2;2,897
18/05/2017;188,25;19,153263;23,245001;13,982216;16,502001;;66,839996;98,480003;69,309998;5341,339844;7514,899902;19742,98047;10,02;38,334999;34,642502;36,119999;10,89;2,935
25/05/2017;190,449997;18,888117;23,245001;13,134808;16,427999;;62,82;98,32;68,559998;5283,629883;7520;19650,57031;10,41;38,189999;36,087502;36,110001;11,19;2,857
01/06/2017;190,25;18,603685;23,17;13,457401;16,694;;63,48;97,860001;68,139999;5265,529785;7478,600098;19984,61914;10,39;38,842499;37,279999;36,259998;12,38;2,837
08/06/2017;188,100006;18,810984;23,5;13,380364;16,440001;;62,400002;96,769997;66,919998;5243,290039;7474,399902;19883,51953;10,64;36,290001;37,93;35,529999;11,77;2,783
15/06/2017;190;18,391569;21,860001;13,409253;16,743999;;62,139999;99,080002;68,980003;5274,259766;7447,799805;20138,78906;10,75;36,467499;39,8675;34,580002;13,98;2,724
22/06/2017;190,199997;18,275867;22,424999;13,784808;16,040001;;64,330002;95,690002;69;5252,899902;7387,799805;20130,41016;10,03;36,4575;37,9375;34,200001;13,23;2,774
29/06/2017;181,5;17,914305;22,424999;14,102586;15,712;;64,470001;94,980003;67,919998;5180,100098;7367,600098;20081,63086;11,07;36,022499;35,762501;34,34;13,19;2,855
06/07/2017;182;18,666359;21,459999;14,198882;15,632;;65,989998;96,150002;69,029999;5222,129883;7416,899902;20098,38086;10,3;36,435001;40,627499;34,25;14,29;2,895
13/07/2017;185,25;18,541016;21,219999;14,035178;15,706;;64,839996;95,019997;68,440002;5216,069824;7430,899902;20020,85938;9,79;37,755001;41,275002;34,560001;13,55;2,845
20/07/2017;180,800003;18,439777;20,705;14,444438;16,542;;65,900002;96,110001;66,099998;5190,169922;7452,299805;20050,16016;9,6;38,365002;41,814999;34,75;14,76;2,891
27/07/2017;174,949997;18,333719;20,299999;14,251845;16,766001;;66,559998;93,690002;67,389999;5107,25;7411,399902;20080,03906;10,28;39,285;41,0975;36,639999;13,37;2,845
03/08/2017;175,600006;18,319256;20,32;14,781474;16,638;;67,269997;94,949997;68,040001;5145,700195;7498,100098;19738,71094;11,11;40,264999;43,0275;36,59;12,83;2,817
10/08/2017;176,399994;18,806162;20,635;14,892215;16,676001;;67,239998;95,510002;68,440002;5176,609863;7433;19729,2793;11,74;40,237499;41,287498;35,810001;12,63;2,808
17/08/2017;178,25;18,748312;20,584999;14,531104;16,646;;64,169998;93,589996;67,720001;5115,390137;7382,700195;19434,64063;12,25;39,994999;41,450001;34,66;12,48;2,749
24/08/2017;176,25;18,709745;19,5;13,977401;16,35;;63,16;93,050003;66,519997;5056,339844;7365,299805;19506,53906;11,22;40,837502;41,419998;34,889999;12,67;2,748
31/08/2017;177,699997;19,047205;16,809999;14,044808;16,667999;;62,59;93,010002;69,199997;5101,410156;7354,100098;19357,9707;11,63;40,477501;41,452499;35,759998;12,86;2,724
07/09/2017;180,199997;18,994177;17,049999;14,771845;17,167999;;66,400002;93,010002;72,830002;5217,589844;7379,700195;19865,82031;10,5;39,912498;42,592499;36,330002;12,22;2,795
14/09/2017;178,300003;18,73385;16,610001;14,357771;17,108;;66,050003;93,900002;72,300003;5241,660156;7272;20310,46094;9,78;39,017502;46,459999;37,07;13,74;2,821
21/09/2017;178;18,801342;16,995001;14,747771;17,042;;67,449997;94,660004;72,360001;5281,959961;7313,5;20267,05078;9,87;38,557499;43,932499;37,540001;12,74;2,863
28/09/2017;181,25;18,878475;17,139999;14,858511;17,496;;67,300003;95,209999;74,25;5363,22998;7467,600098;20626,66016;9,63;38,369999;45,217499;39,34;13,31;2,877
05/10/2017;185,5;19,148443;17,135;14,492586;17,625999;;67,370003;95,690002;74,010002;5362,410156;7533,799805;20881,26953;9,85;39,137501;47,735001;39,299999;13,88;2,875
12/10/2017;189,5;19,379845;17,125;14,405919;17,525999;;67,43;97,209999;73,349998;5383,810059;7542,899902;21363,05078;10,07;39,939999;49,395;40,25;14,07;2,85
19/10/2017;182,899994;19,158085;17,450001;14,694808;18,02;;67,480003;88,400002;73,080002;5374,890137;7447,200195;21707,61914;11,23;39,102501;48,415001;40,779999;12,33;2,955
26/10/2017;193,600006;19,664274;17,290001;14,396289;18,396;;65,949997;89,050003;75,25;5514,290039;7488;22420,08008;10,2;41,7225;51,799999;46,709999;10,8;2,862
02/11/2017;189,699997;20,25724;17,68;13,731845;18,164;;64,82;89,93;73,760002;5471,430176;7529,700195;22913,82031;9,78;44,060001;52,290001;46,700001;11,71;2,784
09/11/2017;184,25;20,14636;16,73;13,654808;17,700001;;63,830002;89,139999;70,769997;5301,25;7372,600098;22028,32031;13,13;42,27;52,494999;45,459999;11,07;2,781
16/11/2017;186;20,127077;16,6;13,394808;18,136;;62,950001;87,900002;70,839996;5352,759766;7419;22523,15039;9,88;43,740002;53,732498;44,650002;11,37;2,746
23/11/2017;186,949997;20,541672;17,780001;13,654808;17,818001;;64,290001;84;72,489998;5398,049805;7393,600098;22597,19922;10,7;42,369999;49,105;43,950001;10,83;2,817
30/11/2017;187,899994;20,585058;18,215;13,351475;17,896;;62,860001;85,019997;70,610001;5374,350098;7348;22177,03906;11,02;42,252499;47,314999;43,450001;0,416666667;2,719
07/12/2017;188,100006;20,175285;17,785;13,977401;17,914;;64,360001;86,089996;70,620003;5399,450195;7496,5;22758,07031;10,18;43,067501;46,544998;43,34;10,11;2,734
14/12/2017;186,850006;20,507925;17,25;13,630734;17,827999;;62,830002;91,230003;71,440002;5352,77002;7525,200195;22891,7207;9,72;43,587502;49,200001;47,560001;10,98;2,876
21/12/2017;187,600006;20,676655;17,735001;13,385179;17,84;;62,720001;89,760002;71,919998;5368,839844;7620,700195;22911,21094;10,47;42,650002;49,2925;46,110001;10,53;2,748
28/12/2017;182,850006;20,5947;18,174999;13,534438;17,875999;;62,639999;90,5;70,959999;5331,279785;7671,100098;22764,93945;9,15;43,057499;53,1175;45,259998;11,55;2,785
04/01/2018;186,899994;20,19939;17,575001;14,598512;18,152;46,130001;66,43;90,860001;73,760002;5504,680176;7748,5;23788,19922;9,82;43,572498;55,919998;42,5;11,96;2,891
11/01/2018;184,399994;20,334373;17,684999;14,632215;18,448;45,285;66,379997;89,879997;74,620003;5493,990234;7725,399902;23868,33984;11,91;44,775002;56,18;44,389999;12,18;2,848
18/01/2018;184,100006;19,794437;19,33;14,733326;18,628;46;67,18;88,860001;75,660004;5495,160156;7643,399902;23940,7793;11,47;43,555;58,950001;45,509998;12,71;2,938
25/01/2018;183,100006;19,563038;19,275;14,612956;18,576;46,855;66,599998;90,360001;75,480003;5481,930176;7533,600098;23098,28906;13,54;41,857498;61,450001;48,139999;13,74;2,942
01/02/2018;175,600006;18,85437;18,415001;14,039993;19,440001;44,264999;64,550003;87,5;71,400002;5255,899902;7279,399902;21645,36914;27,73;39,884998;57,200001;45,200001;11,6;3,117
08/02/2018;175,300003;18,96043;18,629999;13,067401;19,983999;45,599998;63,580002;87,5;69,239998;5165,259766;7214;21154,16992;19,26;41,842499;60,355;45,380001;12,2;3,177
15/02/2018;174,399994;18,84955;19,125;13,47666;20,65;46,404999;64,949997;92,220001;72,339996;5302,169922;7281,600098;21970,81055;20,02;42,767502;60,377499;45,939999;11,72;3,22
22/02/2018;177,050003;19,254501;18,950001;13,611475;21,25;47,119999;65,370003;91,540001;71,580002;5320,490234;7231,899902;22068,24023;19,85;44,529999;60,5;49,290001;12,11;3,127
01/03/2018;175,550003;18,719387;17,59;13,115549;21,4;45,93;62,490002;94,699997;69,900002;5187,830078;7157,799805;21252,7207;17,76;43,7575;60,459999;51,32;12,24;3,152
08/03/2018;179,899994;18,671179;16,985001;12,990364;22,290001;45,064999;61,630001;97;70,940002;5233,359863;7132,700195;21777,28906;17,23;44,610001;62,185001;51,860001;11,36;3,058
15/03/2018;180,350006;18,372286;16,85;13,081846;22,33;45,095001;61,23;97;72,300003;5239,740234;7039;21380,9707;17,860001;42,817501;62,139999;51,560001;11,26;3,129
22/03/2018;182,050003;18,560299;16,795;12,764068;22,02;43,939999;60,02;99,300003;70,339996;5130,439941;7044,700195;21031,31055;22,870001;41,619999;55,337502;49,599998;9,81;3,014
29/03/2018;186,75;18,377106;16,610001;12,653327;21,709999;43,424999;59,439999;98,919998;68,980003;5141,799805;7034;21319,55078;20,059999;42,9025;56,560001;49,990002;9,77;3,028
05/04/2018;190,649994;18,102318;16,48;12,720735;22,07;43,93;60,919998;101,650002;69,779999;5277,939941;7257,100098;21687,09961;20,24;43,110001;56,560001;51,099998;9,82;3,006
12/04/2018;191,550003;18,661537;16,219999;12,951846;22,17;44,970001;62,240002;103,599998;72,860001;5380,169922;7317,299805;22158,19922;15,6;44,459999;59,092499;53,610001;10,36;3,046
19/04/2018;190,300003;18,492807;16,559999;13,115549;20,92;45,744999;63,5;102,199997;73,940002;5413,299805;7379,299805;22215,32031;17,84;40,912498;54,165001;51,380001;9,71;3,209
26/04/2018;195,5;18,998997;16,855;13,115549;21,59;45,415001;64,349998;105,25;73,360001;5529,220215;7543,200195;22472,7793;15,97;44,142502;56,577499;52,310001;10,97;3,135
03/05/2018;201,100006;19,833006;16,540001;12,942216;0,916666667;42,330002;62,650002;111;75,220001;5534,629883;7662,5;22408,88086;13,42;46,84;63,945;54,34;11,95;3,155
10/05/2018;202,699997;18,714565;16,309999;12,995179;0,916666667;42,02;62,27;111,050003;76,199997;5567,540039;7734,200195;22717,23047;13,42;47,044998;61,502499;54,639999;12,82;3,216
17/05/2018;206,800003;19,273787;16,49;13,095;22,4;41,23;61,790001;109;76,300003;5565,850098;7788,399902;22689,74023;12,58;47,09;61,884998;55,209999;13,1;3,169
24/05/2018;207,300003;18,786879;15,685;11,885;22,92;37,474998;54,240002;107,5;73,68;5427,350098;7689,600098;22018,51953;14,94;46,875;63,247501;55,68;13,82;3,014
31/05/2018;204;18,512091;15,175;11,91;24,280001;37,205002;53,689999;108,400002;73,940002;5457,560059;7712,399902;22625,73047;11,64;48,494999;66,287498;57,029999;15,67;3,13
07/06/2018;209,800003;18,569941;15,32;12,035;24,5;37,525002;54,509998;109,449997;74,540001;5452,72998;7703,700195;22966,38086;12,94;47,674999;65,599998;55,029999;16,32;3,101
14/06/2018;209,199997;18,690462;15,275;11,695;25,07;36,330002;53,700001;108,75;72,199997;5372,310059;7627,399902;22555,42969;12,79;46,625;65,577499;53,459999;16,52;3,063
21/06/2018;208,399994;17,605768;14,075;11,5;24,42;35,919998;52,849998;108,25;71,080002;5327,200195;7621,700195;22271,76953;17,91;46,040001;58,93;48,759998;14,97;2,971
28/06/2018;211;17,856455;14,1;11,39;23,790001;36,334999;53,209999;109,150002;69,760002;5320,5;7573,100098;21717,03906;16,139999;45,98;59,209999;49,470001;0,625;2,966
05/07/2018;207,899994;18,338539;13,59;11,36;24,950001;36,105;52,59;113,550003;69,18;5353,930176;7592;21932,21094;13,63;46,970001;61,8825;51,200001;16,27;2,945
12/07/2018;210,100006;18,598866;13,32;11,445;26,16;36,485001;52,07;114,300003;71,620003;5447,439941;7676,299805;22794,18945;12,1;47,599998;62,924999;51,720001;16,85;2,989
19/07/2018;208;18,459061;13,855;11,57;24,93;36,695;53,169998;112,800003;69,980003;5426,410156;7658,299805;22614,25;12,29;48,705002;62,967499;52,43;16,049999;3,064
26/07/2018;210;18,218018;15,165;11,98;25,5;37,970001;55,41;112,550003;68,5;5498,370117;7652,899902;22746,69922;13,15;50,375;61,6175;48,810001;18,48;3,127
02/08/2018;212,399994;18,136063;15,6;12,44;25,620001;37,5;54,400002;114,800003;69,400002;5501,899902;7776,700195;22644,31055;10,85;51,8125;64,605003;49,959999;19,58;3,118
09/08/2018;203,399994;17,379189;14,995;11,732;26,370001;35,314999;51,400002;114,849998;66,959999;5305,220215;7497,899902;22204,2207;14,64;52,560001;64,769997;47,459999;19,700001;3,024
16/08/2018;206;17,494888;15,55;12,102;26,91;36,040001;52,07;117,75;69,360001;5420,609863;7574,200195;22362,55078;12,25;53,762501;65,705002;47,049999;20,9;2,986
23/08/2018;209,100006;17,682903;15,605;11,98;27,66;36;52;121,599998;71;5501,330078;7563,200195;22848,2207;12,25;55,744999;69,622498;48,75;25,200001;3,021
30/08/2018;199,449997;17,205639;15,11;12,274;26,02;36,134998;51,110001;117,300003;67,919998;5260,220215;7383,299805;22580,83008;13,91;56,717499;69,605003;47,720001;28,51;3,074
06/09/2018;203,5;17,16707;16,290001;12,092;26,01;35,165001;50,599998;120,300003;68,400002;5332,129883;7313,399902;22604,60938;13,14;55,267502;67,050003;44,93;32,209999;3,106
13/09/2018;199,850006;16,607853;16,825001;12,69;25,98;37,16;52,959999;122,550003;69,18;5393,740234;7331,100098;23672,51953;11,75;54,592499;67,995003;46,150002;31,209999;3,237
20/09/2018;205,5;16,59339;16,434999;12,946;25,76;38,16;54,630001;121,75;69,620003;5512,72998;7511,5;24033,78906;12,89;55,105;66,730003;45,700001;32,189999;3,191
27/09/2018;208;16,665703;16,57;12,398;25,77;36,755001;52,139999;120,800003;67,980003;5491,399902;7510,299805;24110,96094;11,61;58,017502;71,682503;48,759998;28,43;3,319
04/10/2018;191,300003;16,651239;15,63;12,508;22,799999;36,650002;51,470001;111,849998;62,700001;5206,220215;7145,700195;23506,03906;22,959999;54,09;61,422501;44,799999;25;3,398
11/10/2018;187,75;16,280033;15,575;12,16;23,25;35,145;49,599998;114,699997;62,959999;5144,950195;7054,600098;22841,11914;17,4;55,297501;60,764999;45,889999;27,299999;3,346
18/10/2018;189,800003;16,101662;16,9;11,3;22,07;32,705002;46,459999;115,699997;57,740002;4953,089844;6963;22091,17969;25,23;53,772499;49,852501;42,419998;22,790001;3,346
25/10/2018;198,899994;16,988699;17,15;11,328;22,17;32,48;46,130001;113;63,959999;5093,439941;7128,100098;21920,46094;21,23;54,715;52,7075;46,880001;18,209999;3,402
01/11/2018;203,699997;17,793783;17,514999;11,412;22,15;33,16;46,744999;114,349998;64,82;5137,939941;7117,299805;22085,80078;16,360001;52,487499;53,447498;48,720001;21,84;3,425
08/11/2018;207,399994;17,914305;17,4;11,144;21,379999;33,474998;46,044998;112,650002;63,540001;5068,850098;7033,799805;21846,48047;21,25;46,700001;49,297501;47,09;20,809999;3,354
15/11/2018;206,399994;18,111959;17,26;10,778;20,610001;32,744999;44,790001;110,25;63,48;4975,5;7050,200195;21507,53906;20,799999;44,195;36,177502;47,029999;18,73;3,311
22/11/2018;207,399994;18,314434;16,75;10,998;21,219999;32,91;44,755001;107,550003;63,419998;4983,240234;7004,5;22177,01953;18,49;45,235001;40,017502;48,860001;21,34;3,329
29/11/2018;209,199997;17,875736;14,91;10,73;21,209999;31,775;43,419998;106;63,52;4944,370117;6921,799805;21919,33008;20,74;44,172501;39,2775;47,75;21,120001;3,178
06/12/2018;209,5;17,740753;15,145;10,232;22,219999;30,41;41,904999;107,900002;63,18;4909,450195;6880,200195;21602,75;21,459999;42,275002;37,224998;47,830002;20,48;3,148
13/12/2018;203,100006;17,731112;14,91;9,872;20,860001;28,9;40,880001;102,800003;60,220001;4777,450195;6765,899902;20987,91992;25,58;40,2225;34,627499;45,57;18,16;3,015
20/12/2018;197,649994;17,345444;14,51;9,288;19,940001;27,610001;38,790001;99,139999;57,98;4626,390137;6686;19327,06055;30,41;39,2925;33,275002;46,189999;17,9;3,048
27/12/2018;199,600006;17,162251;14,68;9,313;20,57;27,424999;39,084999;101,699997;59,220001;4689,390137;6734,200195;20014,76953;23,219999;39,48;34,055;47,080002;18,83;2,982
03/01/2019;197,050003;17,451502;15,85;9,799;21,23;28,504999;40,775002;103,400002;60,16;4813,580078;6906,600098;20427,06055;19,98;38,327499;35,645;48,009998;20,190001;3,024
10/01/2019;195,25;17,340622;16,02;10,346;21,530001;30,209999;43,080002;99,099998;58,540001;4810,740234;6862,700195;20442,75;19,040001;38,735001;37,209999;48,130001;19,73;3,077
17/01/2019;200,5;17,451502;17,465;10,108;22,1;27,565001;41,575001;98,120003;59,18;4840,379883;6842,899902;20593,7207;19,52;38,48;37,322498;47,939999;19,799999;3,069
24/01/2019;208,199997;17,504532;17,264999;10,162;21,99;28,190001;42,32;97,779999;61,84;4974,759766;6941,600098;20556,53906;17,66;41,3125;34,3475;47,540001;23,09;3,053
31/01/2019;217,199997;17,740753;18,075001;10,17;25,700001;26,5;41,865002;102,199997;64,139999;5079,049805;7173,100098;20874,06055;15,38;43,560001;38,25;49,900002;23,26;3,038
07/02/2019;222,800003;18,227659;17,924999;9,885;25,530001;24,280001;41,389999;101,400002;63,779999;5074,27002;7190,799805;21144,48047;15,65;42,544998;38,220001;50,470001;22,85;3,034
14/02/2019;224,399994;18,724209;17,9;10,59;25,719999;25,32;42,564999;107,25;69,400002;5195,950195;7228,600098;21431,49023;14,02;43,0075;39,637501;51,389999;23,950001;0,125
21/02/2019;220,300003;18,695284;17,555;11,1;25,52;26,559999;44,200001;107,150002;68,32;5225,350098;7107,200195;21556,50977;14,7;43,717499;38,852501;53,240002;23,48;3,069
28/02/2019;224;18,820625;17,450001;11,006;25,6;27,110001;44,689999;108,099998;69,660004;5288,810059;7196;21596,81055;15,74;43,630001;38,012501;52,950001;22,41;3,071
07/03/2019;228,899994;19,215935;17,135;11,002;26,35;26,73;43,555;107,150002;69,400002;5306,379883;7159,200195;21290,24023;13,41;45,427502;42,154999;54,369999;23,379999;3,01
14/03/2019;235,199997;19,268965;17,040001;11,112;26,129999;27,24;44,189999;108,199997;70,260002;5382,660156;7291;21608,91992;13,91;47,040001;43,599998;53,82;25,700001;2,975
21/03/2019;238,399994;19,18219;16,715;10,866;25,709999;25,969999;42,325001;104,900002;68,980003;5301,240234;7194,200195;21378,73047;15,15;47,1175;44,125;53,16;24,889999;2,821
28/03/2019;240,199997;19,659454;16,745001;11,375;27,059999;26,844999;44,514999;107,849998;73,059998;5468,910156;7418,299805;21713,21094;13,74;48,837502;47,154999;55,48;29,02;2,929
04/04/2019;242,5;19,794437;16,215;11,38;26,59;26,26;44,200001;104,550003;73,220001;5449,879883;7421,899902;21687,57031;13,3;50,154999;48,025002;55,75;27,83;2,904
11/04/2019;242,699997;20,488642;16,764999;12,315;26,83;29;48,439999;106,150002;74,959999;5563,089844;7471,299805;22277,9707;12,6;50,782501;46,822498;58,560001;27,49;2,991
18/04/2019;245;20,363298;16,754999;12,045;28,450001;27,52;47,150002;110,25;76,419998;5576,060059;7471,799805;22200;13,14;51,790001;47,7925;58,720001;28,459999;2,941
25/04/2019;245,100006;20,305449;17,370001;12,23;28,209999;28,219999;47,450001;106,449997;75,459999;5586,410156;7385,299805;22258,73047;14,8;52,630001;45,1175;50,759998;26,809999;2,917
02/05/2019;238,300003;20,31509;17,615;12,115;27,23;26,9;46,82;102,050003;72,82;5417,589844;7271;21602,58984;19,4;50,724998;43,48;49,240002;27,09;2,889
09/05/2019;239,699997;19,379845;17,605;11,07;26,83;25,629999;45,255001;100,199997;72,160004;5374,259766;7297;21188,56055;16,440001;47,73;39,895;45,619999;27,58;2,823
16/05/2019;243,100006;19,620888;17,059999;10,98;28,049999;25,025;44,509998;101,150002;73,120003;5378,97998;7334,200195;21283,36914;14,75;45,695;38,049999;44;27,41;2,818
23/05/2019;240,300003;19,804079;16,83;10,22;26,450001;22,549999;41,325001;97,400002;71,239998;5222,120117;7185,299805;21003,36914;17,9;44,345001;35,084999;44,23;28,09;2,673
30/05/2019;242,199997;20,237957;16,9;10,415;26,48;22,42;41,73;99,279999;72,300003;5292;7220,200195;20776,09961;16,09;45,634998;35,32;44,549999;29,5;2,633
06/06/2019;247,199997;20,392223;17,219999;10,375;26,99;21,844999;41,139999;105;74,440002;5374,919922;7367,600098;21129,7207;15,91;48,547501;36,549999;46,32;32,18;2,623
13/06/2019;254,199997;20,652552;17,205;10,75;28,26;22,049999;42,224998;107;77,260002;5518,450195;7403,5;21333,86914;14,33;49,467499;38,279999;47,07;30,5;2,54
20/06/2019;250;20,671835;16,674999;10,37;27,9;21,764999;41,165001;107,5;78,639999;5500,720215;7416,399902;21086,58984;16,209999;49,950001;39,814999;48,189999;29,92;2,565
27/06/2019;256,899994;21,529947;17,200001;10,925;29,280001;22,334999;42,57;108,949997;80,68;5618,810059;7609,299805;21638,16016;12,57;51,102501;40,6875;48,52;31,190001;2,47
04/07/2019;253,800003;21,645647;17,805;10,97;27,940001;22,475;42,695;103,650002;77,019997;5567,589844;7530,700195;21533,48047;13,03;50,807499;40,014999;48,209999;33,790001;2,571
11/07/2019;251,600006;21,877048;17,780001;10,965;27,620001;22,825001;42,52;103,699997;77,18;5571,709961;7535,5;21469,17969;13,97;50,837502;42,427502;49,389999;33,599998;2,573
18/07/2019;247,100006;21,645647;17,639999;11,04;28,190001;23,165001;42,93;103,25;77,540001;5605,870117;7501,5;21709,57031;12,07;52,1675;44,665001;52,919998;34,110001;2,578
25/07/2019;242;22,031317;17,405001;10,78;27,6;22,205;42,18;102,050003;78,080002;5518,899902;7586,799805;21521,5293;16,120001;53,259998;42,18;50,549999;30,450001;2,527
01/08/2019;233;21,009295;15,93;10,11;25,889999;22,1;39,955002;98,82;72,959999;5266,509766;7198,700195;20516,56055;19,49;49,759998;38,4725;46,73;29,190001;2,197
08/08/2019;230,100006;20,835743;15,385;9,932;25,209999;21,465;39,32;100,699997;72,120003;5251,299805;7147,899902;20655,13086;22,1;50,6875;37,517502;45,869999;30,24;2,025
15/08/2019;241,100006;21,047861;15,62;10,17;26,469999;22,120001;40,605;105,800003;74,360001;5435,47998;7204;20618,57031;15,8;53,16;42,807499;47,150002;31,700001;2,053
22/08/2019;246,300003;20,845385;15,34;10,1;25,23;22,405001;40,200001;103;73,260002;5368,799805;7114,700195;20479,41992;19,35;51,3825;40,305;45,790001;30,780001;1,938
29/08/2019;254,800003;21,925257;15,705;10,38;25,860001;23,360001;41,255001;110;74,739998;5532,069824;7311,299805;20649,14063;17,33;52,297501;42,189999;48,919998;30,950001;1,956
05/09/2019;247,800003;20,739326;16,84;11,13;25,41;25,665001;44,299999;107,699997;79,879997;5618,060059;7338;21597,75977;14,61;55,897499;46,0825;52,790001;29,76;2,208
12/09/2019;247;21,558872;16,530001;11,035;26,42;25,309999;43,805;105,449997;80,540001;5620,649902;7314,100098;21960,71094;13,95;55,692501;44,994999;51,740002;30,42;2,236
19/09/2019;246,300003;21,72278;16,035;11,015;25,02;24,915001;43,509998;104,150002;77,620003;5583,799805;7290;22020,15039;15,96;55,2575;44,557499;51,02;29,540001;2,184
